name,2022/10/23,2022/10/22,2022/10/21,2022/10/20,2022/10/19,2022/10/18,2022/10/17,2022/10/16,2022/10/15,2022/10/14,2022/10/13,2022/10/12,2022/10/11,2022/10/10,2022/10/09,2022/10/08
Arctic pine logs,15144,12492,16293,17113,5650,16193,18892,11743,3629,9075,15461,15144,13050,7164,11925,8834
Arctic pyre logs,327,14,7,8,1439,999,161,12,0,421,0,327,343,62,81,165
Ardougne teleport,262296,54728,149508,150276,68406,239359,103532,199018,56496,137533,234116,262296,96864,142692,230356,155911
Arena book,6,2,3,4,35,3,0,3,0,0,0,6,3,1,1,4
Armadyl bracers,424,141,278,213,156,436,248,306,115,170,253,424,164,204,232,207
Armadyl chainskirt,2187,725,1397,1139,792,2428,1224,1521,660,1063,1618,2187,1074,1109,1775,1558
Armadyl chaps,796,268,529,434,301,817,454,513,205,359,542,796,384,338,590,473
Armadyl chestplate,2238,770,1406,1080,821,2407,1205,1585,613,1077,1612,2238,1076,1099,1829,1585
Armadyl cloak,349,121,219,221,142,377,159,212,136,188,318,349,155,160,225,196
Armadyl coif,572,219,441,350,216,591,365,381,220,275,318,572,244,274,466,362
Armadyl crossbow,1991,728,1346,1077,740,2117,1184,1531,584,1006,1450,1991,1027,859,1632,1340
Armadyl crozier,243,33,101,67,51,114,42,65,23,39,114,243,89,112,158,143
Armadyl d'hide body,754,266,502,425,279,828,441,510,196,310,462,754,335,310,527,487
Armadyl d'hide boots,865,294,611,501,376,948,562,607,266,402,631,865,383,393,713,607
Armadyl d'hide shield,90,40,57,38,32,81,36,41,23,30,30,90,34,27,32,30
Armadyl dragonhide set,119,34,106,81,50,99,74,75,50,60,100,119,50,46,75,88
Armadyl full helm,125,67,127,105,63,154,114,79,26,84,66,125,73,54,109,136
Armadyl godsword,5192,1918,4095,3333,2427,5600,3327,4539,1741,2751,3807,5192,2570,2860,4436,3558
Armadyl godsword ornament kit,162,34,94,87,48,129,76,119,28,64,96,162,55,51,112,96
Armadyl helmet,1814,556,1137,973,699,1951,1045,1368,498,826,1315,1814,979,901,1507,1246
Armadyl hilt,40,9,28,25,16,38,26,22,9,21,39,40,20,18,28,26
Armadyl kiteshield,224,38,98,103,58,135,84,95,32,72,84,224,113,55,89,148
Armadyl mitre,302,108,251,184,134,297,178,193,93,102,241,302,94,133,222,180
Armadyl page 1,423,128,282,232,159,542,238,303,85,210,281,423,171,191,283,243
Armadyl page 2,443,127,317,279,149,470,222,305,101,219,279,443,202,233,367,245
Armadyl page 3,424,122,319,241,165,451,259,327,97,211,274,424,164,177,290,235
Armadyl page 4,459,119,295,240,174,471,235,329,109,215,287,459,178,194,295,248
Armadyl platebody,124,39,155,96,52,150,104,169,36,73,74,124,69,50,95,166
Armadyl platelegs,96,44,72,101,65,141,78,92,21,68,87,96,52,46,76,67
Armadyl plateskirt,68,28,50,51,33,87,64,61,23,56,58,68,37,40,95,144
Armadyl robe legs,110,37,82,60,69,107,68,79,31,48,107,110,53,60,94,72
Armadyl robe top,134,36,111,72,49,151,62,71,42,50,111,134,60,72,75,65
Armadyl rune armour set (lg),154,75,88,150,61,187,109,136,47,74,98,154,89,99,101,41
Armadyl rune armour set (sk),24,26,26,22,17,31,14,27,2,24,23,24,20,43,21,63
Armadyl stole,174,44,92,96,42,189,139,130,30,50,98,174,85,57,130,132
Armadylean plate,123,29,35,17,22,67,22,39,22,37,75,123,65,90,70,62
Arrow shaft,13074048,6710661,14438356,12534576,6940730,17191640,9284092,11896832,3619603,6904797,10757934,13074048,5313423,5999827,10421567,8004351
Asgarnian ale,1,9,0,0,0,1,0,1,0,0,0,1,1,0,22,0
Asgarnian ale(4),2,10,3,5,3,1,8,10,1,10,2,2,16,1,7,5
Asgarnian ale(m4),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asgarnian ale(m),9,0,3,0,0,18,0,0,0,0,0,9,0,1,0,1
Asgarnian hops,563,309,392,622,197,27,198,258,350,136,2787,563,413,391,982,1751
Asgarnian seed,2312457,637628,1542037,1330075,916643,2207756,1196872,1898620,512851,1151339,1570188,2312457,1264472,1340155,2359585,1847061
Ashes,213455,84515,250598,256901,169961,230810,106318,219338,79300,136677,175461,213455,66791,108685,159858,241221
Assorted flowers,311,196,327,379,380,824,364,1851,819,391,777,311,358,332,478,577
Astral rune,21983585,8055011,17599730,14076147,9814340,23278402,11978567,17945607,5723454,11788786,17531575,21983585,10223554,9981105,17458690,13677755
Asyn remains,2207,811,1032,1471,765,2346,881,626,582,1398,1469,2207,242,831,697,703
Attack mix(1),4,0,1,211,0,8,1,1,0,1,1,4,0,0,172,2
Attack mix(2),28,514,5679,2020,625,74,73,389,2,107,76,28,4,146,390,95
Attack potion(1),6065,13,480,52,37,2443,46,542,26,981,6185,6065,4046,35,8032,642
Attack potion(2),376,3938,552,352,127,346,236,294,96,213,485,376,299,149,235,5197
Attack potion(3),161979,53498,128277,105843,70467,260250,190262,159446,69453,100794,112619,161979,152012,99410,156013,171169
Attack potion(4),149366,28366,19487,48820,30787,76579,55038,59824,20852,47360,78651,149366,74285,74217,167179,137208
Avantoe,194147,116767,200519,198513,80092,280604,162732,136416,109232,173239,172316,194147,84211,144050,255985,111223
Avantoe potion (unf),689866,200291,486385,394745,289507,761944,323051,461034,142873,364684,491970,689866,345733,304666,601803,404340
Avantoe seed,31939,7928,23421,18603,12576,31600,15802,21107,5845,12778,23092,31939,21666,14155,32488,24363
Avernic defender hilt,137,79,94,77,58,162,72,89,63,96,75,137,69,74,102,58
Axeman's folly,170,15,106,46,66,38,36,22,330,55,43,170,73,129,201,46
Axeman's folly(4),13,0,72,5,1,4,2,19,10,12,1,13,55,0,3,0
Axeman's folly(m4),0,3,2,0,0,1,0,29,0,0,7,0,0,0,2,2
Axeman's folly(m),39,7,12,17,6,31,15,44,4,14,28,39,8,8,12,15
Baby impling jar,9554,4192,11417,5692,4591,10209,4649,10218,4291,3878,6564,9554,7829,5390,7145,14548
Babydragon bones,100454,46350,78251,82839,68804,131381,73914,91009,16556,100755,106505,100454,56544,64858,64972,80857
Bag of salt,58534,10600,16677,20933,12654,27732,14378,13899,8814,13852,55457,58534,28102,20975,89734,68684
Bagged bluebells,88,12,17,43,25,90,16,49,6,30,42,88,240,32,43,60
Bagged daffodils,33,6,17,12,5,34,9,7,8,10,23,33,17,7,34,15
Bagged dead tree,592,345,1185,2160,470,204,581,384,54,32,920,592,193,1569,277,444
Bagged flower,43,13,6,2,6,9,38,27,1,2,7,43,10,12,85,38
Bagged magic tree,164,93,517,125,149,344,69,264,68,138,200,164,128,85,144,238
Bagged maple tree,1091,119,1418,1606,142,4320,96,1616,75,225,446,1091,1432,1406,1461,437
Bagged marigolds,13,69,11,17,4,51,25,6,15,13,42,13,35,12,30,13
Bagged nice tree,3065,332,1901,3123,495,3705,418,1267,125,2611,5867,3065,175,1342,5409,6601
Bagged oak tree,3458,176,1516,1771,504,2760,1187,1879,285,435,2856,3458,2989,4436,2916,1138
Bagged plant 1,44543,27777,31117,28345,8866,38712,23109,22218,7280,4293,4392,44543,17138,26882,20837,13375
Bagged plant 2,1263,794,1348,817,633,1938,2408,1490,608,1287,1168,1263,1783,663,895,1110
Bagged plant 3,5167,2677,1952,1595,1428,4949,1526,3605,443,1998,2432,5167,3049,971,3689,2021
Bagged roses,272,13,17,52,17,409,20,13,7,29,132,272,65,54,48,81
Bagged sunflower,57,775,235,23,16,119,10,18,6,54,41,57,453,16,32,17
Bagged willow tree,9727,1070,2622,2843,1004,4319,4265,5138,4750,902,8277,9727,3314,4383,1686,522
Bagged yew tree,60,68,281,100,638,2146,263,243,47,142,270,60,82,169,166,435
Baked potato,25781,3106,8048,5670,2094,25652,8072,24214,545,5350,34315,25781,10567,7687,23966,6183
Ball of wool,355843,155849,293701,277301,144608,379157,174842,385892,148207,141958,356282,355843,169007,157796,975436,1278508
Ballista limbs,238,60,124,118,89,207,98,108,57,112,185,238,129,131,200,153
Ballista spring,268,53,156,95,100,200,100,113,49,95,178,268,146,117,208,157
Banana,627735,139052,340030,229662,305975,554514,218066,385206,43197,237449,472594,627735,400448,198343,370534,395201
Banana sapling,5169,1763,3631,3509,2405,5585,3715,3162,1707,2686,3996,5169,1652,3153,4008,3261
Banana stew,24,9,1,6,38,211,7,1,1,48,2,24,105,12,3,1
Banana tree seed,17091,5574,12143,11606,7913,17260,11180,11524,8291,12239,19978,17091,9042,9805,18284,15754
Bananas(5),40060,20124,31362,28380,20386,49468,22831,25867,10405,16733,37821,40060,19523,23040,45201,29068
Bandit's brew,1402,1157,1204,1546,350,945,692,1449,262,535,967,1402,541,523,1159,912
Bandos boots,937,298,620,535,400,931,525,694,224,439,588,937,459,468,725,578
Bandos bracers,341,109,246,206,121,355,213,269,112,159,238,341,138,176,298,149
Bandos chaps,886,292,568,436,338,1006,480,585,269,434,515,886,369,381,579,533
Bandos chestplate,3318,1157,2413,1918,1480,3744,2094,2634,1024,1668,2463,3318,1752,1723,2784,2172
Bandos coif,430,178,282,294,148,562,367,922,306,458,376,430,180,209,366,272
Bandos crozier,101,29,65,48,34,89,44,63,28,31,81,101,40,27,55,59
Bandos d'hide body,883,335,623,478,345,978,495,653,269,449,579,883,479,466,668,556
Bandos d'hide boots,722,270,510,412,296,709,481,497,177,353,531,722,318,363,533,481
Bandos d'hide shield,49,26,47,36,15,68,23,34,12,32,51,49,26,24,54,29
Bandos full helm,247,55,117,87,70,163,107,135,51,78,118,247,88,64,133,98
Bandos godsword,3241,1121,2298,1809,1290,3561,1859,2250,870,1390,2234,3241,1704,1519,2591,2151
Bandos godsword ornament kit,104,34,73,68,62,125,73,118,28,65,82,104,47,72,81,72
Bandos hilt,139,54,98,84,85,164,84,119,58,76,76,139,65,70,104,83
Bandos mitre,310,98,168,127,88,321,204,242,75,125,206,310,160,140,161,213
Bandos page 1,389,120,304,204,126,428,202,259,83,164,251,389,170,133,288,218
Bandos page 3,363,118,310,206,137,431,193,189,72,160,222,363,128,168,294,235
Bandos platebody,279,97,228,163,173,367,128,194,68,136,188,279,146,118,235,172
Bandos platelegs,99,45,71,67,37,131,57,82,22,44,79,99,58,48,81,68
Bandos plateskirt,78,18,38,35,23,95,72,157,14,42,48,78,30,39,60,29
Bandos robe legs,86,37,50,48,28,93,35,73,20,43,50,86,36,30,47,52
Bandos rune armour set (lg),94,29,47,85,52,58,17,25,10,33,38,94,18,11,29,35
Bandos stole,128,64,149,120,110,216,129,127,31,46,95,128,57,48,134,132
Bandos tassets,3659,1284,2608,2031,1654,4054,2038,3021,1125,1816,2600,3659,2023,1907,3054,2426
Bandosian components,36,6,7,14,8,42,18,22,12,12,28,36,17,26,31,24
Barb-tail harpoon,244,30,89,86,24,223,112,81,308,77,225,244,55,91,61,96
Barbarian teleport,1682,252,493,2273,382,1386,632,569,1157,947,1421,1682,310,435,738,3217
Barbed bolts,16629,0,24446,7013,5472,28967,2726,8692,460,3471,15866,16629,6210,4918,20768,5789
Bark,70690,6103,13996,47384,12813,39088,74611,62185,30312,25838,29771,70690,13501,35765,32539,18909
Barley malt,2289,1306,3148,1866,905,2195,1217,2678,809,1703,1616,2289,1257,794,2423,1154
Barley seed,6670259,1487033,4800334,3862825,1895827,8174354,4406434,6559828,2032876,3826525,5981235,6670259,2765170,2640221,5264392,4138261
Barrel,304,118,236,273,187,359,183,207,77,157,266,304,157,157,263,203
Barrows teleport,73743,42007,73907,67808,36864,93249,46523,51152,32922,44315,57708,73743,37751,26149,56699,49915
Basalt,177108,124346,202469,156744,106845,264041,128341,225711,91328,126571,161481,177108,116579,111683,202791,169117
Basket,674863,194720,301876,383132,155102,932988,194722,444530,101004,250050,534840,674863,277423,938903,468955,580170
Bastion potion(1),3900,175,324,1084,250,1668,639,1194,577,601,755,3900,2678,492,1471,991
Bastion potion(2),813,349,651,420,247,574,1579,663,192,385,1160,813,1175,559,1103,415
Bastion potion(4),130660,48468,110474,91999,57929,120391,67292,123443,39081,78833,83334,130660,57852,64731,123241,99570
Batta tin,61,16,30,24,22,125,56,62,19,10,76,61,172,165,41,18
Battlefront teleport,8468,10565,10998,10326,5000,20670,8043,9533,1364,3599,5616,8468,3349,3345,7012,15151
Battlemage potion(2),17,6,26,9,9,19,8,28,1,14,13,17,27,22,18,2283
Battlemage potion(3),146,14,27,68,16,1692,224,782,24,2337,234,146,9,381,73,67
Battlestaff,4294136,1570601,3303329,2527455,1695987,4424048,2657245,3275433,1377244,2185816,3077497,4294136,2178112,2187008,3661539,3073499
Beanie,20,12,21,17,9,16,16,37,13,20,24,20,3,12,11,16
Bear feet,212,55,132,91,75,119,90,106,36,84,124,212,106,74,117,110
Beer,90283,23190,94606,129664,27671,340500,214759,177920,40431,48578,58849,90283,176409,47047,111170,95099
Beer glass,128705,36738,141338,78079,35263,123514,147776,122462,29646,51009,94671,128705,73456,64987,114371,75841
Beginner wand,12,7,6,9,6,28,13,10,6,10,6,12,6,3,8,9
Belladonna seed,14122,2975,15180,5827,3820,9493,8130,6613,1354,5420,10282,14122,7575,7419,16568,13749
Berserker helm,2103,717,1594,1589,841,2209,1493,1996,659,1008,1778,2103,1086,1125,1794,1400
Berserker necklace ornament kit,126,41,127,106,84,180,76,119,25,56,98,126,57,49,89,92
Berserker ring,3961,1350,2943,2254,1577,4120,2346,3003,1169,2038,2891,3961,2136,1991,3211,2703
Big bones,763951,274570,600569,554740,399124,878647,439533,545192,181494,396908,553443,763951,371032,380677,599459,455865
Big pirate hat,36,18,24,32,21,32,23,28,12,26,27,36,10,16,40,27
Binding necklace,114100,34187,87349,54743,32270,115733,69500,91971,35937,69439,62380,114100,39531,51117,62712,57840
Bird house,3076,1052,2897,2571,910,2077,1622,2001,1210,1098,1264,3076,1550,1346,2594,2549
Bird snare,23913,5342,19754,14994,13802,38231,19719,26125,7870,7342,18910,23913,12756,10541,12745,14680
Black axe,2001,508,1320,1040,709,1674,1026,1853,459,1049,1179,2001,709,682,1027,813
Black battleaxe,769,308,734,386,294,693,418,1593,92,327,459,769,204,425,440,350
Black beret,38,12,34,29,14,37,24,64,5,19,26,38,19,21,37,19
Black boater,98,25,54,54,27,93,39,73,26,60,87,98,53,40,68,60
Black brutal,11,71,0,47,0,0,0,1,0,0,258,11,0,0,10,41
Black cane,35,13,29,32,25,35,19,50,8,18,28,35,12,24,34,23
Black cavalier,105,37,100,66,47,103,50,95,51,53,88,105,42,64,60,54
Black chainbody,388,158,168,129,186,230,327,178,53,227,133,388,335,93,591,281
Black chinchompa,3239725,985022,2225333,1552795,1356178,2811152,1405266,2076343,710529,1347360,2236068,3239725,1189655,1607642,2104357,2349060
Black claws,39,11,153,34,21,80,11,82,6,35,33,39,20,13,15,37
Black d'hide body,336339,150130,392185,247584,244246,376446,178427,279848,99859,203444,286149,336339,154468,208034,278926,235212
Black d'hide body (t),63,42,132,66,28,79,39,43,23,38,74,63,17,47,32,34
Black d'hide chaps (g),215,98,173,185,101,241,120,213,58,127,189,215,102,170,215,153
Black d'hide chaps (t),113,45,110,76,48,98,53,74,31,36,92,113,50,70,86,57
Black d'hide shield,3927,1374,2864,2440,1672,3963,2234,2431,1283,1958,2937,3927,2332,3107,3280,2280
Black d'hide vambraces,11453,5262,15911,8543,3566,11305,8713,8675,2776,7576,9553,11453,4837,4404,12779,12265
Black dagger(p),71,5,7,7,8,18,2,62,0,7,4,71,12,3,16,2
Black dagger(p+),11,1,2,1,0,2,0,0,125,0,86,11,1,0,0,0
Black dagger(p++),0,1,1,0,1,2,2,2,0,1,2,0,0,1,4,5
Black dart,43,6,149,155,137,58,210,19,1,75,5,43,113,0,109,134
Black dart(p+),0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0
Black dart(p++),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Black desert robe,141,64,93,64,49,120,89,71,42,52,100,141,68,67,102,87
Black desert shirt,80,51,82,53,46,112,77,84,36,57,76,80,32,37,91,71
Black dragon mask,202,76,183,136,110,199,123,131,59,129,117,202,111,106,151,145
Black dragonhide,1850233,563332,1335194,1132973,847154,1963391,976606,1222588,374528,908286,1055382,1850233,865715,821217,1365031,1024741
Black dragonhide set,3112,1259,2828,2075,1206,3472,2145,2820,822,1754,2653,3112,1580,1621,2811,2396
Black elegant legs,86,16,35,47,23,46,34,43,15,32,74,86,19,33,39,43
Black flowers,35,10,111,15,19,76,16,42,11,26,36,35,10,16,29,21
Black full helm,3128,899,2277,1677,1091,3221,1805,3957,1044,1448,2060,3128,1749,880,2511,1640
Black full helm (g),70,43,62,48,30,75,35,75,25,43,55,70,34,35,60,44
Black full helm (t),87,15,51,51,28,59,24,35,7,50,53,87,25,20,26,69
Black gold-trimmed set (lg),81,55,61,77,29,138,45,121,35,58,73,81,66,68,73,58
Black halberd,3,1,1,0,3,10,5,1,1,5,3,3,0,1,4,6
Black headband,168,57,142,91,58,154,86,101,32,79,125,168,60,57,96,89
Black helm (h2),34,12,15,10,8,18,9,41,4,6,15,34,11,10,65,8
Black helm (h3),29,10,18,18,12,23,12,40,1,12,18,29,10,84,7,18
Black helm (h4),38,5,10,18,9,28,15,50,3,18,21,38,13,4,12,15
Black helm (h5),106,7,32,15,8,31,15,62,6,9,10,106,7,19,21,17
Black kiteshield (g),88,43,63,67,30,66,47,54,18,29,46,88,38,20,28,39
Black knife,236596,60115,163087,138246,88899,253269,99244,102813,90588,120313,242968,236596,118724,96255,209557,206269
Black knife(p),0,6,0,1,0,6,29,0,0,1,100,0,0,32,0,1
Black knife(p++),20,0,1,0,0,0,0,0,0,0,6,20,0,0,10,0
Black locks,31,10,7,17,12,17,13,13,13,8,9,31,5,16,17,13
Black longsword,1117,499,982,633,380,1045,889,1445,195,584,766,1117,433,434,827,1302
Black mask,1204,431,975,678,435,1249,659,975,328,539,888,1204,652,555,919,791
Black mask (10),575,154,452,284,215,601,499,426,163,269,367,575,271,328,564,423
Black nails,1095,379,615,361,638,1067,555,1121,552,411,1138,1095,1168,621,2662,570
Black pickaxe,1582,582,1021,749,516,1367,832,1116,331,878,1181,1582,715,823,1293,880
Black platebody,2505,828,1906,1326,861,2672,1372,3276,535,1130,1754,2505,1300,1072,1489,1727
Black platebody (h2),22,13,18,22,11,32,5,14,3,12,10,22,7,11,16,9
Black platebody (h4),27,7,10,19,5,22,12,38,3,19,22,27,7,10,5,13
Black platebody (h5),35,7,13,9,15,30,12,30,5,11,18,35,6,7,30,13
Black platelegs (g),95,44,79,62,31,112,54,91,30,74,63,95,29,47,56,40
Black platelegs (t),57,18,45,37,39,70,49,41,13,25,42,57,26,32,33,46
Black plateskirt (t),16,3,17,13,10,26,11,36,5,14,17,16,8,13,6,18
Black robe,2203,767,3045,905,978,2705,1694,1469,819,1396,1805,2203,1076,968,1875,1069
Black salamander,3702,1429,5907,2874,1625,4751,5781,1862,1058,1060,2285,3702,1665,1767,2457,3080
Black set (sk),29,4,11,9,7,56,25,37,7,12,16,29,16,8,23,8
Black shield (h1),27,9,18,57,10,30,15,41,10,14,77,27,9,14,9,17
Black shield (h3),98,10,15,54,7,24,7,48,0,9,14,98,38,9,9,17
Black shield (h5),16,7,18,50,6,19,14,51,5,10,22,16,4,10,20,19
Black skirt,526,212,445,370,323,2143,2436,3852,1211,1915,1355,526,427,219,1009,880
Black skirt (g),152,31,58,66,51,110,72,126,26,41,49,152,70,72,89,70
Black skirt (t),75,32,53,61,32,83,68,118,26,26,52,75,54,39,32,34
Black spear(p+),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Black spear(p++),1,0,0,1,0,0,0,1,0,1,1,1,1,0,2,0
Black spiky vambraces,276,138,295,161,104,381,231,165,114,93,152,276,100,222,213,171
Black sword,447,186,392,281,214,519,319,404,144,216,510,447,223,421,346,266
Black tourmaline core,61,19,37,22,19,70,18,36,14,19,25,61,22,17,32,21
Black trimmed set (lg),44,37,58,41,20,76,20,76,11,30,36,44,26,29,43,20
Black unicorn mask,79,26,35,49,35,62,30,68,20,39,68,79,29,49,69,89
Black warhammer,568,155,249,186,177,420,202,327,75,113,760,568,155,118,366,417
Black wizard robe (g),177,45,109,73,61,170,122,152,36,70,84,177,90,98,136,112
Black wizard robe (t),121,47,69,52,34,100,56,127,32,61,84,121,74,62,91,64
Blamish bark shell,79,46,66,42,28,101,97,68,45,28,40,79,31,36,75,69
Blessed spirit shield,793,258,565,445,361,879,508,615,218,414,530,793,414,447,538,514
Blighted anglerfish,176056,62806,115164,91922,62581,204171,88395,142320,48288,74626,143514,176056,78485,95901,132614,105426
Blighted bind sack,43318,15126,47565,25283,15119,43239,19899,51496,21818,45334,54173,43318,18731,45117,30520,29815
Blighted karambwan,38152,14721,39389,21584,13005,43346,31991,38586,22723,44819,33998,38152,28897,40205,39370,30631
Blighted manta ray,446404,160043,343868,252744,154640,453025,240756,468441,174552,257674,282365,446404,215017,209755,322161,288808
Blighted snare sack,57908,23282,65111,41906,22952,115153,37267,66860,19572,54536,60021,57908,60603,46101,52717,201136
Blighted vengeance sack,443050,151918,393589,248479,182610,767276,251134,343464,128892,193115,346749,443050,171297,227783,581212,548197
Blood essence,41167,8616,21484,21300,11089,37501,19496,41243,8864,15547,25252,41167,18171,15573,26680,35772
Blood pint,15862,2347,6683,5476,4034,7900,3909,9244,4612,2855,7966,15862,5343,8301,19381,6247
Blood talisman,11,0,0,2,2,6,4,2,3,5,10,11,8,4,21,3
Blood tiara,5,4,6,7,4,6,6,12,1,3,9,5,3,1,11,4
Bloodbark boots,255,135,159,99,89,295,117,248,88,211,164,255,94,102,148,163
Bloodbark gauntlets,111,35,54,46,36,104,41,58,31,56,77,111,49,57,89,123
Bloodbark helm,175,57,115,78,55,180,74,93,53,82,103,175,66,74,143,123
Bloody bracer,2,1,1,0,1,3,2,2,0,1,2,2,0,3,0,0
Blue boater,115,29,98,75,65,126,62,105,34,68,100,115,43,53,105,83
Blue boots,400,273,358,354,238,458,256,233,98,206,341,400,332,205,318,419
Blue d'hide body (g),83,29,58,50,27,100,44,77,27,48,55,83,33,34,58,58
Blue d'hide chaps (g),159,54,106,125,53,174,89,105,53,83,116,159,88,105,105,103
Blue d'hide chaps (t),101,27,85,32,21,56,28,92,34,50,85,101,25,33,63,39
Blue d'hide shield,289,105,639,377,454,623,523,232,189,135,362,289,169,147,337,173
Blue dragon leather,2742513,793936,2119122,1817755,1255622,2674818,1109621,1978959,727030,1411323,1468328,2742513,1519296,1613306,2120315,1665297
